timestamp,temperature,voltage,lightLevel,battery,accX,accY,accZ
11:20:35,24.125,0.21,0.08094596862,100,-19240,6881,17128
11:20:37,24.125,0.21,0.07862091064,100,82,-348,9128
11:20:39,24.125,0.21,0.07777722676,100,9502,-11771,5744
11:20:41,24.125,0.21,0.07891845703,100,942,-5231,3075
11:20:43,24.125,0.21,0.07884979248,100,1021,-886,10751
11:20:45,24.125,0.21,0.07894134521,100,-23211,6656,-25510
11:20:47,24.125,0.21,0.07891845703,100,173,-663,8257
11:20:49,24.125,0.21,0.08042240142,100,20639,16358,32633
11:20:51,24.125,0.21,0.07602357864,100,92,1535,11661
11:20:53,24.125,0.22,0.07887268066,100,389,-2903,7280
11:20:55,24.125,0.21,0.07643699645,100,-3150,-4163,6737
11:20:57,24.125,0.21,0.07773208618,100,-13708,-5851,1248
11:20:59,24.125,0.22,0.07580264409,100,-1397,-4339,14887
11:21:01,24.125,0.22,0.07606776555,100,1277,5054,9241
11:21:03,24.125,0.21,0.07779979705,100,179,-677,6841
11:21:05,24.125,0.2,0.07462056477,100,5812,-790,25835
11:21:07,24.125,0.2,0.07777722676,100,190,-1372,7507
11:21:09,24.125,0.21,0.08099301656,100,-20750,1009,-14351
11:21:11,24.125,0.2,0.07935126622,100,460,-861,7310
11:21:13,24.125,0.21,0.07597939173,100,-10782,-12262,-17305
11:21:15,24.125,0.22,0.07375590006,100,2819,-4059,10151
11:21:17,24.125,0.2,0.07652600606,100,95,2297,11238
11:21:19,24.125,0.22,0.07707262039,100,-21328,16046,14218
11:21:21,24.125,0.21,0.07757409413,100,-319,-157,7711
11:21:23,24.125,0.21,0.07777722676,100,-319,-157,7711
11:21:25,24,0.22,0.07773208618,100,-7635,4841,2800
11:21:27,24,0.21,0.07821130752,100,-80,-1612,8123
11:21:29,24.125,0.2,0.07645924886,100,-1097,17462,9211
11:21:31,24.125,0.21,0.07878112792,100,7418,5660,10860
11:21:33,24.125,0.22,0.07857513427,100,12544,-5520,15154
11:21:35,24.125,0.21,0.07475550969,100,-4693,-4855,-5499
11:21:37,24.125,0.21,0.07770951588,100,763,-4236,3878
11:21:39,24.125,0.21,0.07932821909,100,2779,16788,26558
11:21:41,24.125,0.2,0.07713985443,100,-216,-902,7596
11:21:43,24.125,0.21,0.07948954900,100,-2863,9276,3934
11:21:45,24.125,0.21,0.07761923472,100,-5353,1342,9685
11:21:47,24.125,0.21,0.07761923472,100,-195,495,7661
11:21:49,24,0.21,0.07916688919,100,-16224,-6640,-9833
11:21:51,24.125,0.21,0.07809766133,100,7031,7536,6547
11:21:53,24.125,0.21,0.07816584904,100,5083,-2633,7774
11:21:55,24.125,0.2,0.07942040761,100,1684,-2157,6910
11:21:57,24,0.21,0.07492971420,100,-4166,10647,15098
11:21:59,24,0.21,0.07891845703,100,1359,-387,6793
11:22:01,24.125,0.21,0.07752895355,100,-165,-31,8318
11:22:03,24.125,0.21,0.07578055063,100,9334,4009,20028
11:22:05,24.125,0.2,0.07766437530,100,7263,9062,5257
11:22:07,24.125,0.21,0.07711744308,100,507,2867,11034
11:22:09,24,0.2,0.07652600606,100,-6939,7013,14995
11:22:11,24,0.21,0.07589101791,100,-993,418,11482
11:22:13,24.125,0.21,0.07597939173,100,-18342,-2076,-14171
11:22:15,24,0.2,0.07702779769,100,-18341,12346,18395
11:22:17,24.125,0.21,0.07759666442,100,5059,-1345,9020
11:22:19,24.125,0.21,0.07973607381,100,-3406,-2435,14782
11:22:21,24.125,0.2,0.07809766133,100,-1,645,9395
11:22:23,24.125,0.21,0.07652600606,100,-10142,1544,9152
11:22:25,24.125,0.21,0.07625897725,100,-6150,-10861,-10558
11:22:27,24,0.21,0.07825676600,100,973,-2231,9279
11:22:29,24,0.21,0.07873535156,100,1054,-1113,8181
11:22:31,24,0.21,0.07873535156,100,-880,5466,829
11:22:33,24,0.2,0.07602357864,100,407,-805,7817
11:22:35,24.125,0.21,0.07597939173,100,617,-908,9433
11:22:37,24.125,0.21,0.07401514053,100,-5959,-914,-71
11:22:39,24.125,0.21,0.07875823974,100,515,-490,8364
11:22:41,24.125,0.21,0.07672627766,100,933,-415,6553
11:22:43,24.125,0.21,0.07373428344,100,2361,-5386,12167
11:22:45,24.125,0.21,0.07935126622,100,2089,-1051,7885
11:22:47,24,0.2,0.07750638326,100,1155,-1041,8264
11:22:49,24,0.21,0.07680368423,100,-523,180,7793
11:22:51,24,0.21,0.07812039057,100,12306,9685,25739
11:22:53,24,0.2,0.07862091064,100,-220,-1956,8376
11:22:55,24,0.22,0.07862091064,100,424,-1665,8084
11:22:57,24,0.2,0.07709503173,100,-1533,-552,8012
11:22:59,24,0.21,0.07827949523,100,-10630,-345,-9033
11:23:01,24,0.2,0.07634798685,100,-137,711,8448
11:23:03,24,0.2,0.0790977478,100,501,701,8218
11:23:05,24.125,0.21,0.07326761881,100,-7161,-12892,-8936
11:23:07,24,0.21,0.07525730133,100,724,-192,7088
11:23:09,24,0.21,0.07798401514,100,1107,311,8699
11:23:11,24.125,0.2,0.075846831,100,384,-218,8353
11:23:13,24,0.22,0.07907470067,100,39,-245,8400
11:23:15,24,0.2,0.07750638326,100,14340,1145,13255
11:23:17,24,0.19,0.07536697387,100,7987,12761,16152
11:23:19,24,0.2,0.07930517196,100,47,-2864,8085
11:23:21,24.125,0.2,0.07711744308,100,-1785,-1277,7435
11:23:23,24,0.19,0.07846069335,100,-2849,-8253,11434
11:23:25,24,0.21,0.07486438751,100,-1062,-908,5075
11:23:27,24,0.21,0.07809766133,100,7841,544,2097
11:23:29,24,0.21,0.07802947362,100,66,-3416,6725
11:23:31,24,0.2,0.07759666442,100,63,-1074,8698
11:23:33,24.125,0.2,0.075846831,100,292,-702,8221
11:23:35,24,0.22,0.07896423339,100,-756,-268,8335
11:23:37,24.125,0.21,0.07722949981,100,-290,277,8430
11:23:39,24.125,0.22,0.07827949523,100,785,829,-1711
11:23:41,24.125,0.21,0.07734155654,100,3245,309,5876
11:23:43,24.125,0.21,0.08106358846,100,709,-984,7220
11:23:45,24.125,0.21,0.07992172241,100,669,671,8340
11:23:47,24.125,0.19,0.07823403676,100,15617,-11917,4203
11:23:49,24.125,0.21,0.08013057708,100,-12022,3983,7358
11:23:51,24.125,0.21,0.07837041219,100,205,251,6901
11:23:53,24.125,0.21,0.08094596862,100,-19240,6881,17128
11:23:55,24.125,0.21,0.07862091064,100,82,-348,9128
11:23:57,24.125,0.21,0.07777722676,100,9502,-11771,5744
11:23:59,24.125,0.21,0.07891845703,100,942,-5231,3075
11:24:01,24.125,0.21,0.07884979248,100,1021,-886,10751
11:24:03,24.125,0.21,0.07894134521,100,-23211,6656,-25510
11:24:05,24.125,0.21,0.07891845703,100,173,-663,8257
11:24:07,24.125,0.21,0.08042240142,100,20639,16358,32633
11:24:09,24.125,0.21,0.07602357864,100,92,1535,11661
11:24:11,24.125,0.22,0.07887268066,100,389,-2903,7280
11:24:13,24.125,0.21,0.07643699645,100,-3150,-4163,6737
11:24:15,24.125,0.21,0.07773208618,100,-13708,-5851,1248
11:24:17,24.125,0.22,0.07580264409,100,-1397,-4339,14887
11:24:19,24.125,0.22,0.07606776555,100,1277,5054,9241
11:24:21,24.125,0.21,0.07779979705,100,179,-677,6841
11:24:23,24.125,0.2,0.07462056477,100,5812,-790,25835
11:24:25,24.125,0.2,0.07777722676,100,190,-1372,7507
11:24:27,24.125,0.21,0.08099301656,100,-20750,1009,-14351
11:24:29,24.125,0.2,0.07935126622,100,460,-861,7310
11:24:31,24.125,0.21,0.07597939173,100,-10782,-12262,-17305
11:24:33,24.125,0.22,0.07375590006,100,2819,-4059,10151
11:24:35,24.125,0.2,0.07652600606,100,95,2297,11238
11:24:37,24.125,0.22,0.07707262039,100,-21328,16046,14218
11:24:39,24.125,0.21,0.07757409413,100,-319,-157,7711
11:24:41,24.125,0.21,0.07777722676,100,-319,-157,7711
11:24:43,24,0.22,0.07773208618,100,-7635,4841,2800
11:24:45,24,0.21,0.07821130752,100,-80,-1612,8123
11:24:47,24.125,0.2,0.07645924886,100,-1097,17462,9211
11:24:49,24.125,0.21,0.07878112792,100,7418,5660,10860
11:24:51,24.125,0.22,0.07857513427,100,12544,-5520,15154
11:24:53,24.125,0.21,0.07475550969,100,-4693,-4855,-5499
11:24:55,24.125,0.21,0.07770951588,100,763,-4236,3878
11:24:57,24.125,0.21,0.07932821909,100,2779,16788,26558
11:24:59,24.125,0.2,0.07713985443,100,-216,-902,7596
11:25:01,24.125,0.21,0.07948954900,100,-2863,9276,3934
11:25:03,24.125,0.21,0.07761923472,100,-5353,1342,9685
11:25:05,24.125,0.21,0.07761923472,100,-195,495,7661
11:25:07,24,0.21,0.07916688919,100,-16224,-6640,-9833
11:25:09,24.125,0.21,0.07809766133,100,7031,7536,6547
11:25:11,24.125,0.21,0.07816584904,100,5083,-2633,7774
11:25:13,24.125,0.2,0.07942040761,100,1684,-2157,6910
11:25:15,24,0.21,0.07492971420,100,-4166,10647,15098
11:25:17,24,0.21,0.07891845703,100,1359,-387,6793
11:25:19,24.125,0.21,0.07752895355,100,-165,-31,8318
11:25:21,24.125,0.21,0.07578055063,100,9334,4009,20028
11:25:23,24.125,0.2,0.07766437530,100,7263,9062,5257
11:25:25,24.125,0.21,0.07711744308,100,507,2867,11034
11:25:27,24,0.2,0.07652600606,100,-6939,7013,14995
11:25:29,24,0.21,0.07589101791,100,-993,418,11482
11:25:31,24.125,0.21,0.07597939173,100,-18342,-2076,-14171
11:25:33,24,0.2,0.07702779769,100,-18341,12346,18395
11:25:35,24.125,0.21,0.07759666442,100,5059,-1345,9020
11:25:37,24.125,0.21,0.07973607381,100,-3406,-2435,14782
11:25:39,24.125,0.2,0.07809766133,100,-1,645,9395
11:25:41,24.125,0.21,0.07652600606,100,-10142,1544,9152
11:25:43,24.125,0.21,0.07625897725,100,-6150,-10861,-10558
11:25:45,24,0.21,0.07825676600,100,973,-2231,9279
11:25:47,24,0.21,0.07873535156,100,1054,-1113,8181
11:25:49,24,0.21,0.07873535156,100,-880,5466,829
11:25:51,24,0.2,0.07602357864,100,407,-805,7817
11:25:53,24.125,0.21,0.07597939173,100,617,-908,9433
11:25:55,24.125,0.21,0.07401514053,100,-5959,-914,-71
11:25:57,24.125,0.21,0.07875823974,100,515,-490,8364
11:25:59,24.125,0.21,0.07672627766,100,933,-415,6553
11:26:01,24.125,0.21,0.07373428344,100,2361,-5386,12167
